"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_23580";;;;;;;;;;;;;;;;;2;;3;;1;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"F1_23581";2;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23582";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23583";;;;;;;;;;;;;;;;;;2;;;;;;3;;1;;;;3;3;3;3;4;5;3;3;3;3;4;3;3;3
"F1_23584";;2;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23585";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23586";;;;;;;;;;;;;;;;;;2;1;;;;;;;3;;;;4;4;2;2;1;5;4;4;3;5;4;4;4;5
"F1_23587";;;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;2;3;3;2;3;3;2;3;3;2;4;3;3;3
"F1_23588";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23589";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23590";;;;;;;;;;;;;;;;;;3;;;1;;;2;;;;;;6;5;5;4;3;6;6;1;6;5;4;6;2;5
"F1_23591";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23592";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23593";2;;3;;1;;;;;;;;;;;;1;2;;3;;;;;;;;;;3;4;6;6;6;5;4;1;6;6;4;4;6;6
"F1_23594";3;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23595";;;;;;;;;;;;;;;;;;;;;;3;1;;;2;;;;5;5;5;6;5;4;6;6;6;6;6;5;5;2
"F1_23596";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23597";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23598";;2;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23599";;;;;;;1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23601";2;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23602";3;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23603";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23604";;;;;;;;;;;;;;;;;;;;;;2;;1;;3;;;;4;3;4;4;3;5;4;5;5;4;5;2;5;2
"F1_23605";;;;;;;;;;;;;;;;;;;;;2;;;1;;3;;;;5;4;5;5;5;3;6;2;5;5;3;5;4;4
"F1_23606";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23607";;;;;;;1;2;;3;;;;;;;;3;;;1;;;2;;;;;;3;4;2;4;2;5;4;1;5;4;2;4;2;2
"F1_23608";;;;;;;;;;;;;;;;;;2;;;1;;;3;;;;;;1;5;3;3;4;5;3;3;3;3;4;4;3;1
"F1_23609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23610";;;;;;;;;;;;;;;;;;;2;1;3;;;;;;;;;1;3;1;1;1;3;2;1;3;3;3;1;3;2
"F1_23611";;1;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23612";3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23613";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23614";;;;;;;;;;;;;;;;;;2;3;;;;;;1;;;;;4;6;4;4;4;6;5;5;3;6;4;4;4;5
"F1_23615";;;;;;;;;;;;;;;;;;3;;;;;1;;;2;;;;3;3;2;3;3;3;3;4;2;3;3;2;3;3
"F1_23616";;;;;;;;;;;;;;;;;;;1;;2;;;;3;;;;;5;4;5;5;5;5;4;2;5;2;2;2;2;2
"F1_23617";2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23618";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23619";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23620";;;;;;;;;;;;;;;;;;;2;1;;;;3;;;;;;3;2;3;3;4;3;3;2;3;5;3;5;5;3
"F1_23621";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23622";;;;;;;;;;;;;;;;;;;;;;;1;2;;3;;;;2;4;1;4;1;3;3;3;5;3;5;3;4;2
"F1_23623";;;3;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23624";;;;;;;;;;;;;;;;;;3;;;;1;;2;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"F1_23625";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23626";;;;;;;;;;;;;;;;;1;3;;;;;;2;;;;;;4;5;5;5;4;5;5;3;5;5;4;5;2;6
"F1_23627";;1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23628";;1;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23629";1;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23630";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23631";2;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23632";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23633";;;;;;;;;;;;;;;;;;;;;3;;2;;;1;;;;4;6;6;6;6;6;5;4;6;5;6;6;6;6
"F1_23634";;2;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23635";;;;;;;;;;;;;;;;;;;1;;2;;;;3;;;;;4;4;4;3;4;5;5;2;5;5;3;3;4;4
"F1_23636";;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;3;1;2;2;1;2;4;3;3;3;2;2;1;2;1
"F1_23637";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23638";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23639";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23640";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23641";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23642";2;;;;3;;;;;;;;1;;;;;;;3;1;;;2;;;;;;5;5;5;5;5;5;5;5;5;5;3;5;3;5
"F1_23643";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23644";;;;;;;3;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23645";;;;;;;;;;;;;;;;;3;2;;;;1;;;;;;;;3;4;4;4;4;5;3;3;3;4;2;4;5;6
"F1_23646";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23647";;1;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23648";;;;;;;;;;;;;;;;;2;;;;;;;3;;1;;;;5;5;5;5;5;5;5;4;5;5;5;4;5;4
"F1_23649";;;;;;;;;;;;;;;;;;3;;;;;;2;;;;1;;2;5;3;2;5;5;3;3;5;3;3;1;3;1
"F1_23650";2;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23651";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23652";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23653";;;;;1;;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23654";1;;;;;;;;2;;;;3;;;;;1;3;;2;;;;;;;;;3;3;4;3;3;3;3;3;2;3;3;4;2;4
"F1_23655";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23656";3;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23657";;;;;3;2;;;;;;;;;1;;;;;3;2;;;;1;;;;;3;4;4;4;4;2;4;3;4;5;3;5;3;5
"F1_23658";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23659";;;;;1;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23660";;;;;;;;;;;;;;;;;;2;;;;;;3;;1;;;;2;3;3;4;3;4;2;2;3;3;3;2;3;2
"F1_23661";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23662";;;;;;;;;;;;;;;;;;;;;;;2;3;;1;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"F1_23663";2;;;;;;;1;;;;;;;3;;1;2;;;;;;3;;;;;;3;6;6;5;6;5;4;4;5;5;5;4;5;5
"F1_23664";;;;;;;;;;;;;;;;;2;3;;;;;;;;1;;;;2;3;2;2;2;3;2;1;2;4;3;1;4;2
"F1_23665";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23666";;;;;3;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23667";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;1;6;6;6;6;6;4;4;6;6;6;6;6;2
"F1_23668";3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23669";;;;;1;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23670";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23671";;2;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23672";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23673";3;;;;1;2;;;;;;;;;;;;3;;;1;;;;2;;;;;6;6;6;6;6;6;6;5;6;6;5;6;5;6
"F1_23674";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23675";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23676";;;;;;;;;;;;;;;;;1;;;;3;;;;;;2;;;5;4;1;2;1;3;5;3;2;4;3;1;3;2
"F1_23677";;;;;;;;;;;;;;;;;;;;;1;3;;;2;;;;;6;6;6;6;6;6;5;6;6;6;6;6;6;6
"F1_23678";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23679";;;;;;;;;;;;;;;;;;3;;;;1;;2;;;;;;4;4;5;5;5;6;3;5;5;3;4;5;4;2
"F1_23680";;;;;;;;;;;;;;;;;2;;;;;;;;1;;3;;;5;5;5;5;5;6;5;5;5;6;6;5;5;6
"F1_23681";;;;;;;;;;;;;;;;;1;;;;;;;3;;2;;;;3;6;6;5;6;6;5;3;5;6;6;5;5;4
"F1_23682";3;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23683";2;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23684";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23685";;;;;;;;;;;;;;;;;2;1;;3;;;;;;;;;;5;5;1;6;1;6;5;6;5;6;4;3;3;4
"F1_23686";;;;;;;;;;;;;;;;;;;;1;2;;;;;;3;;;3;3;2;3;2;2;3;2;3;3;3;3;3;3
"F1_23687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23688";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23689";3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23690";;;;;;;;;;;;;;;;;1;;;;;2;;3;;;;;;3;5;3;3;3;4;3;3;4;4;3;3;4;3
"F1_23691";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23692";;;;;;;;;;;;;;;;;;2;;;3;;;1;;;;;;3;3;3;4;3;3;3;2;3;3;3;3;3;3
"F1_23693";;2;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23694";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23695";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23696";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23697";;;;;;;;;;;;;;;;;3;;;2;;;1;;;;;;;2;5;3;5;5;5;2;3;3;4;4;2;5;4
"F1_23698";3;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23699";1;;;3;;;;;;;;;2;;;;;;2;1;;;;;;;;3;;2;4;1;1;2;5;1;2;3;4;3;3;2;2
"F1_23700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23702";;;;;;;;;;;;;;;;;;1;;;;;2;;;3;;;;3;4;4;4;3;5;4;2;5;4;4;4;4;1
"F1_23703";;;;;;;;;;;;;;;;;;3;;;;;1;;;2;;;;2;5;2;1;3;4;3;3;3;3;3;3;2;3
"F1_23704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23705";;;;;;;3;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23706";2;;;1;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23707";;;;;;;;;;;;;;;;;;;;;1;;;3;;2;;;;2;1;1;1;1;2;1;1;1;6;5;5;6;3
"F1_23708";;;;;;;;;;;;;;;;;;;2;1;3;;;;;;;;;3;6;4;4;4;3;3;4;3;3;5;3;3;4
"F1_23709";3;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23710";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23711";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23712";;;;;;;;;;;;;;;;;;2;3;1;;;;;;;;;;5;5;4;5;4;5;3;4;4;5;3;4;3;5
"F1_23713";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23714";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23715";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23716";1;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23717";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23718";;;;;;;;;;;;;;;;;;;;;1;;3;;;2;;;;2;1;2;3;2;3;3;3;1;3;3;3;4;3
"F1_23719";;;;;;;;;;;;;;;;;3;1;;;2;;;;;;;;;1;3;2;1;2;6;1;1;2;1;2;1;1;2
"F1_23720";2;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23721";;3;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23722";3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23724";1;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23725";2;;;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23726";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23727";;;;;;;;;;;;;;;;;;;;;;;3;2;;1;;;;1;5;1;6;1;6;6;1;6;4;3;4;3;6
"F1_23728";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;4;4;2;3;2;3;3;1;4;3;4;2;3;1
"F1_23729";;;;;;;;;;;;;;;;;3;1;;;;;;;;;2;;;2;4;4;5;2;3;3;3;6;1;2;5;2;4
"F1_23730";;;;;;;;;;;;;;;;;3;;;;;;;1;2;;;;;2;2;2;2;2;2;3;2;2;3;2;2;2;3
"F1_23731";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23732";;;2;;3;;;;;;;;;;;1;;2;;;;;;1;3;;;;;3;5;4;3;5;5;5;3;5;5;4;4;4;4
"F1_23733";;;;;;;;;;;;;;;;;1;;;;;2;;;3;;;;;2;2;2;2;2;2;2;2;2;4;2;3;2;3
"F1_23734";;;;;;;;;;;;;;;;;2;1;;;;;3;;;;;;;3;5;3;3;2;3;6;4;6;6;4;3;4;6
"F1_23735";3;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23736";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23737";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23738";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23739";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23740";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23741";1;;3;;2;;;;;;;;;;;;;;;2;1;;;;;;3;;;4;3;6;5;5;1;3;4;4;5;5;6;5;6
"F1_23742";1;;;;;;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23743";;1;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23744";3;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23745";;;;;;;;;;;;;;;;;;;;;;;1;3;;2;;;;3;3;4;5;3;5;4;3;3;3;3;2;3;2
"F1_23746";;;;2;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23747";;;;1;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23748";;;;;;;;;;;;;;;;;2;;;1;;;;3;;;;;;3;5;4;5;6;6;2;2;4;4;4;3;5;4
"F1_23749";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23750";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23751";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23752";;;;;;;;;;;;;;;;;;1;;;2;;;;3;;;;;4;5;3;4;3;4;4;3;4;4;4;3;4;3
"F1_23753";;;;;;;;;;;;;;;;;;;2;;;;;3;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"F1_23754";;;;;;;;;;;;;;;;;;2;;;;;1;;;;3;;;1;2;1;1;1;2;3;1;2;1;2;3;3;1
"F1_23755";3;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23756";1;2;;3;;;;;;;;;;;;;;;1;2;;;;;;;3;;;2;1;6;4;6;6;2;3;4;4;4;4;4;6
"F1_23757";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23758";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23759";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23760";;;;;;;;;;;;;;;;;;;;;2;;;3;;1;;;;3;3;3;2;3;4;4;3;5;3;3;2;2;3
"F1_23761";3;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23762";;;;;3;;;;;;;;1;;2;;;;;;;;2;;;1;;;3;2;2;2;3;1;2;2;1;1;1;3;1;3;2
"F1_23763";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23764";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23765";;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;1;4;2;4;2;3;2;3;3;3;3;3;2;3
"F1_23766";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23767";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23768";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23770";1;;;;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23771";;;;;;;;;;;;;;;;;;1;;;;;;2;;3;;;;3;5;5;5;5;4;3;4;3;5;4;4;4;4
"F1_23772";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23773";1;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23774";;;;;;;;;;;;;;;;;3;2;;;1;;;;;;;;;6;4;3;5;3;5;4;2;5;5;2;3;3;3
"F1_23775";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23776";;;;;3;;;;;;;;2;;;1;;;;;3;;;;;1;;;2;2;3;2;2;2;5;5;4;3;5;3;3;3;5
"F1_23777";1;;2;;3;;;;;;;;;;;;1;;;;;;;3;2;;;;;5;6;6;5;5;5;5;2;6;4;5;3;4;6
"F1_23778";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23779";;;;;;;;;;;;;;;;;;3;;;;1;;2;;;;;;4;4;4;4;3;4;5;4;4;4;3;4;3;3
"F1_23780";1;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23781";1;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23782";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23783";1;;;;3;;;;;;;;;;2;;1;;3;2;;;;;;;;;;5;6;3;5;5;3;5;5;5;5;5;5;5;5
"F1_23784";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23785";3;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23786";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23787";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23788";;;;;;;;;;;;;;;;;;;;2;;1;;;;;;3;;2;4;2;4;3;4;3;4;2;4;4;2;5;2
"F1_23789";2;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23790";1;;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23791";;;;;3;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23792";;;;;;;;;;;;;;;;;;;;2;;;;3;;1;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"F1_23793";;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;3;2;2;2;2;2;3;2;1;2;2;2;2;2;2
"F1_23794";;3;;;;;2;;;;;;;1;;;;2;;;;;;;1;;;3;;5;5;5;5;4;5;6;4;5;6;5;4;5;5
"F1_23795";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23796";1;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23797";;;;;;;;;;;;;;;;;;3;;1;2;;;;;;;;;3;4;4;4;4;4;3;4;4;4;4;4;4;4
"F1_23798";;;;;;;;;;;;;;;;;1;;;;;;;2;;;;3;;6;4;4;6;3;4;5;4;3;4;3;4;6;3
"F1_23799";;;;;;;;;;;;;;;;;1;;;;;;3;2;;;;;;2;5;5;5;4;5;3;5;5;5;5;5;5;5
"F1_23800";3;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23801";;;;;;;;;;;;;;;;;;;2;;;;;3;;;;;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"F1_23802";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;2;5;4;3;3;4;2;5;5;5;4;3;3;2
"F1_23803";;;;;;;;;;;;;;;;;;3;;;;;1;2;;;;;;5;4;5;5;5;4;5;4;5;5;5;5;5;5
"F1_23804";;3;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23805";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23806";;;;;;;;;;;;;;;;;;3;;;1;;;2;;;;;;5;4;4;4;4;4;5;4;3;5;3;2;4;5
"F1_23807";;;;;;;;;;;;;;;;;2;;;;3;;;1;;;;;;3;6;6;6;6;6;5;4;5;6;6;5;5;6
"F1_23808";;;;;;;;;;;;;;;;;;;;;;;3;;;2;1;;;2;3;3;4;3;4;3;2;4;3;4;3;3;2
"F1_23809";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23810";3;;;;1;;;;;;;;2;;;;2;1;;;;;;;3;;;;;3;4;5;4;4;4;4;5;5;4;4;4;4;3
"F1_23811";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23812";;;;;;;;;;;;;;;;;;1;;;;;3;;;2;;;;3;1;2;5;3;3;2;2;6;4;3;6;6;6
"F1_23813";1;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23814";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23815";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_23816";;;;;;;;;;;;;;;;;;;;3;2;;1;;;;;;;3;2;2;2;3;3;5;3;3;2;3;4;4;5
"F1_23817";;;;;;;;;;;;;;;;;;;;;;;1;3;;2;;;;4;5;6;5;5;5;4;4;5;5;4;6;5;2
"F1_23818";;;;;;;;;;;;;;;;;;3;;;2;;;;;1;;;;4;4;3;4;3;4;4;5;4;5;3;3;4;3
