"Id_aloj_1";"N_Individuo";"N_Pass";"Tipo_Passe";"Tipo_Passe_Dsg";"Passe_Tarifa";"Passe_Tarifa_Dsg";"Passe_Intermodal";"Passe_Intermodal_Dsg";"Passe_Operador1";"Passe_Operador1_Dsg";"Passe_Operador2";"Passe_Operador2_Dsg";"Passe_Operador3";"Passe_Operador3_Dsg"
"F1_21489";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21490";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21515";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";15;"Andante - Z4";;;;;;
"F1_21525";2;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21528";2;1;3;"Passes intermodais/sociais ";8;"Social +";15;"Andante - Z4";;;;;;
"F1_21530";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21537";1;1;1;"Rede de um operador";2;"Gratuito";;;62;"Outro";;;;
"F1_21537";3;1;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_21537";4;1;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_21537";2;1;1;"Rede de um operador";2;"Gratuito";;;62;"Outro";;;;
"F1_21542";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21547";3;1;3;"Passes intermodais/sociais ";4;"Sub23";18;"Andante - Z7";;;;;;
"F1_21550";3;1;1;"Rede de um operador";9;"Outro";;;50;"Resende";;;;
"F1_21559";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;50;"Resende";;;;
"F1_21577";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";50;"Resende";53;"STCP"
"F1_21580";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21586";2;1;4;"Combido entre operadores";1;"Sem redução";;;50;"Resende";53;"STCP";46;"Metro do Porto"
"F1_21595";2;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_21596";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21596";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21596";3;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_21596";3;2;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21596";2;2;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21599";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21599";1;2;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21600";3;1;2;"Linha de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_21605";2;1;2;"Linha de um operador";3;"4_18";;;53;"STCP";;;;
"F1_21607";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21614";3;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";53;"STCP";50;"Resende"
"F1_21615";2;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21616";3;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;50;"Resende";;;;
"F1_21620";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21621";4;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_21624";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21637";3;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21642";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21644";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21652";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21652";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21653";3;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_21653";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_21654";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21656";4;1;3;"Passes intermodais/sociais ";9;"Outro";15;"Andante - Z4";;;;;;
"F1_21660";3;1;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_21660";3;2;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21660";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21661";3;1;3;"Passes intermodais/sociais ";9;"Outro";15;"Andante - Z4";;;;;;
"F1_21670";2;2;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_21670";2;1;2;"Linha de um operador";1;"Sem redução";;;50;"Resende";;;;
"F1_21671";3;1;2;"Linha de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_21673";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_21679";2;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21679";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21682";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_21690";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_21693";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_21694";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_21697";1;1;1;"Rede de um operador";1;"Sem redução";;;50;"Resende";;;;
"F1_21703";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_21708";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21718";1;1;3;"Passes intermodais/sociais ";9;"Outro";16;"Andante - Z5";;;;;;
"F1_21725";2;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_21727";1;1;3;"Passes intermodais/sociais ";8;"Social +";15;"Andante - Z4";;;;;;
"F1_21729";3;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21735";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21736";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_21756";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_21765";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_21767";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21790";1;1;1;"Rede de um operador";9;"Outro";;;53;"STCP";;;;
"F1_21799";2;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_21802";3;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_21802";4;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_21803";2;1;1;"Rede de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_21809";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21812";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21814";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21822";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21823";2;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21825";4;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21825";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21835";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21837";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21837";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";15;"Andante - Z4";;;;;;
"F1_21840";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21844";1;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_21844";2;1;1;"Rede de um operador";8;"Social +";;;50;"Resende";;;;
"F1_21849";4;1;3;"Passes intermodais/sociais ";3;"4_18";14;"Andante - Z3";;;;;;
"F1_21849";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_21850";4;1;1;"Rede de um operador";1;"Sem redução";;;62;"Outro";;;;
"F1_21854";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21855";2;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_21855";1;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_21858";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_21860";1;1;2;"Linha de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_21863";3;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_21867";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_21867";2;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_21870";2;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_21872";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_21874";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_21876";1;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_21880";3;1;2;"Linha de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_21881";2;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_21882";2;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_21888";5;1;2;"Linha de um operador";3;"4_18";;;61;"Valpi ";;;;
"F1_21892";3;1;4;"Combido entre operadores";1;"Sem redução";;;61;"Valpi ";63;"Não sabe";62;"Outro"
"F1_21905";3;1;3;"Passes intermodais/sociais ";9;"Outro";16;"Andante - Z5";;;;;;
"F1_21905";3;2;1;"Rede de um operador";9;"Outro";;;61;"Valpi ";;;;
"F1_21912";4;1;1;"Rede de um operador";4;"Sub23";;;37;"ETG / Gondomarense";;;;
"F1_21914";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_21930";3;1;1;"Rede de um operador";4;"Sub23";;;49;"Pacense";;;;
"F1_21930";3;2;1;"Rede de um operador";4;"Sub23";;;62;"Outro";;;;
"F1_21934";4;1;1;"Rede de um operador";4;"Sub23";;;49;"Pacense";;;;
"F1_21952";3;1;3;"Passes intermodais/sociais ";2;"Gratuito";24;"Outro";;;;;;
"F1_21952";4;1;3;"Passes intermodais/sociais ";2;"Gratuito";24;"Outro";;;;;;
"F1_21952";5;1;3;"Passes intermodais/sociais ";2;"Gratuito";24;"Outro";;;;;;
"F1_21960";3;1;2;"Linha de um operador";4;"Sub23";;;61;"Valpi ";;;;
"F1_21962";4;1;2;"Linha de um operador";8;"Social +";;;61;"Valpi ";;;;
"F1_21962";5;1;2;"Linha de um operador";8;"Social +";;;61;"Valpi ";;;;
"F1_21963";3;1;2;"Linha de um operador";2;"Gratuito";;;49;"Pacense";;;;
"F1_21974";3;1;1;"Rede de um operador";5;"Sénior";;;61;"Valpi ";;;;
"F1_21986";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;61;"Valpi ";;;;
"F1_22008";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";24;"Outro";;;;;;
"F1_22021";1;1;3;"Passes intermodais/sociais ";4;"Sub23";15;"Andante - Z4";;;;;;
"F1_22021";1;2;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22021";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_22021";2;2;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22025";1;1;3;"Passes intermodais/sociais ";3;"4_18";16;"Andante - Z5";;;;;;
"F1_22025";1;2;1;"Rede de um operador";3;"4_18";;;36;"CP";;;;
"F1_22026";1;1;1;"Rede de um operador";2;"Gratuito";;;37;"ETG / Gondomarense";;;;
"F1_22028";3;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22029";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22034";2;1;2;"Linha de um operador";3;"4_18";;;36;"CP";;;;
"F1_22034";2;2;2;"Linha de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_22039";3;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22039";1;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22041";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22041";3;1;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22043";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22043";3;1;2;"Linha de um operador";1;"Sem redução";;;62;"Outro";;;;
"F1_22056";1;1;2;"Linha de um operador";2;"Gratuito";;;36;"CP";;;;
"F1_22056";2;1;2;"Linha de um operador";9;"Outro";;;36;"CP";;;;
"F1_22056";2;2;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22058";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22062";4;1;2;"Linha de um operador";3;"4_18";;;61;"Valpi ";;;;
"F1_22064";1;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22070";2;1;2;"Linha de um operador";4;"Sub23";;;61;"Valpi ";;;;
"F1_22070";3;1;2;"Linha de um operador";2;"Gratuito";;;61;"Valpi ";;;;
"F1_22072";3;2;1;"Rede de um operador";1;"Sem redução";;;61;"Valpi ";;;;
"F1_22072";4;1;1;"Rede de um operador";2;"Gratuito";;;61;"Valpi ";;;;
"F1_22072";3;1;1;"Rede de um operador";1;"Sem redução";;;61;"Valpi ";;;;
"F1_22073";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_22073";1;2;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22078";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22082";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22087";1;1;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_22087";3;2;2;"Linha de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_22087";3;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22088";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_22088";2;2;3;"Passes intermodais/sociais ";1;"Sem redução";24;"Outro";;;;;;
"F1_22090";1;2;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22090";3;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22090";1;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22092";3;1;1;"Rede de um operador";9;"Outro";;;36;"CP";;;;
"F1_22096";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22096";2;2;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22098";1;2;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22098";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22102";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22102";1;2;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22118";3;1;2;"Linha de um operador";7;"Crianças";;;43;"Litoral Norte";;;;
"F1_22120";2;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22120";2;2;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22123";1;1;2;"Linha de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_22123";2;2;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22123";2;1;2;"Linha de um operador";9;"Outro";;;53;"STCP";;;;
"F1_22144";3;1;4;"Combido entre operadores";1;"Sem redução";;;36;"CP";46;"Metro do Porto";53;"STCP"
"F1_22144";3;2;4;"Combido entre operadores";1;"Sem redução";;;36;"CP";46;"Metro do Porto";53;"STCP"
"F1_22146";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22151";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22157";1;1;3;"Passes intermodais/sociais ";4;"Sub23";24;"Outro";;;;;;
"F1_22157";1;2;3;"Passes intermodais/sociais ";4;"Sub23";24;"Outro";;;;;;
"F1_22163";1;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_22163";2;2;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_22163";2;1;1;"Rede de um operador";9;"Outro";;;36;"CP";;;;
"F1_22169";1;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22176";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22176";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";15;"Andante - Z4";;;;;;
"F1_22182";4;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_22182";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_22188";1;1;1;"Rede de um operador";1;"Sem redução";;;62;"Outro";;;;
"F1_22189";3;1;1;"Rede de um operador";7;"Crianças";;;53;"STCP";;;;
"F1_22189";4;1;1;"Rede de um operador";7;"Crianças";;;53;"STCP";;;;
"F1_22191";2;1;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22192";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22192";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_22192";4;2;1;"Rede de um operador";4;"Sub23";;;56;"Transdev Norte";;;;
"F1_22192";4;3;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22192";4;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_22203";3;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_22203";4;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_22221";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_22225";1;1;2;"Linha de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_22228";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22235";2;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_22236";2;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_22237";4;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_22242";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22246";5;1;2;"Linha de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_22265";2;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_22273";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22273";5;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_22273";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22277";2;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_22281";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_22282";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22285";2;1;4;"Combido entre operadores";9;"Outro";;;53;"STCP";46;"Metro do Porto";;
"F1_22286";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22286";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22292";2;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22294";2;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_22294";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_22296";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22301";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22307";1;1;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22310";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22313";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22314";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22319";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_22326";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22326";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22327";1;1;2;"Linha de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_22342";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22354";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22363";3;1;1;"Rede de um operador";9;"Outro";;;53;"STCP";;;;
"F1_22370";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_22370";2;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_22375";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_22381";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_22387";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22387";4;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22393";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22394";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22403";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22404";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22407";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22420";1;1;2;"Linha de um operador";9;"Outro";;;53;"STCP";;;;
"F1_22420";2;1;2;"Linha de um operador";9;"Outro";;;53;"STCP";;;;
"F1_22420";1;2;1;"Rede de um operador";9;"Outro";;;53;"STCP";;;;
"F1_22421";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22424";1;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_22425";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22427";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22429";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22430";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22432";2;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_22432";1;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_22433";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22436";3;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_22438";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22443";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22443";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22446";1;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;53;"STCP";46;"Metro do Porto";;
"F1_22446";2;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;53;"STCP";46;"Metro do Porto";;
"F1_22452";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22454";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22455";3;1;3;"Passes intermodais/sociais ";4;"Sub23";24;"Outro";;;;;;
"F1_22457";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22457";3;1;1;"Rede de um operador";7;"Crianças";;;53;"STCP";;;;
"F1_22457";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_22472";2;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22476";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22476";4;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_22483";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_22484";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_22484";4;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_22484";5;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_22484";6;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_22488";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22488";3;1;3;"Passes intermodais/sociais ";7;"Crianças";13;"Andante - Z2";;;;;;
"F1_22491";4;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_22492";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22493";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_22494";1;2;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22494";2;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22494";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_22499";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_22500";5;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_22501";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";15;"Andante - Z4";;;;;;
