"Id_aloj_1";"N_Individuo";"N_Pass";"Tipo_Passe";"Tipo_Passe_Dsg";"Passe_Tarifa";"Passe_Tarifa_Dsg";"Passe_Intermodal";"Passe_Intermodal_Dsg";"Passe_Operador1";"Passe_Operador1_Dsg";"Passe_Operador2";"Passe_Operador2_Dsg";"Passe_Operador3";"Passe_Operador3_Dsg"
"F1_23794";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23797";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_23798";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23798";1;2;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23798";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23799";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_23802";1;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_23803";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23806";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23806";2;1;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23807";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23808";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_23808";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23808";4;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_23810";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23810";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23812";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23812";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23816";3;1;4;"Combido entre operadores";1;"Sem redução";;;37;"ETG / Gondomarense";46;"Metro do Porto";53;"STCP"
"F1_23816";1;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";53;"STCP";37;"ETG / Gondomarense"
"F1_23817";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_23818";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23820";1;1;3;"Passes intermodais/sociais ";9;"Outro";24;"Outro";;;;;;
"F1_23820";2;1;3;"Passes intermodais/sociais ";9;"Outro";24;"Outro";;;;;;
"F1_23821";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23821";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_23822";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23824";4;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23826";1;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;53;"STCP";36;"CP";46;"Metro do Porto"
"F1_23826";1;2;4;"Combido entre operadores";5;"Sénior";;;53;"STCP";36;"CP";46;"Metro do Porto"
"F1_23826";2;1;4;"Combido entre operadores";5;"Sénior";;;53;"STCP";36;"CP";46;"Metro do Porto"
"F1_23827";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_23828";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23828";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23832";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_23832";1;2;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_23832";1;3;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_23837";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_23845";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23846";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23848";2;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_23850";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";24;"Outro";;;;;;
"F1_23853";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_23853";2;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_23855";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23856";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23856";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23856";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23858";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23858";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23858";4;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_23858";5;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_23858";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23858";7;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_23858";6;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_23859";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_23861";1;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_23861";2;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_23864";1;1;1;"Rede de um operador";1;"Sem redução";;;33;"Auto Aviação do Minho";;;;
"F1_23866";1;1;2;"Linha de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_23867";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23869";1;1;1;"Rede de um operador";8;"Social +";;;53;"STCP";;;;
"F1_23869";3;1;1;"Rede de um operador";8;"Social +";;;53;"STCP";;;;
"F1_23869";4;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_23871";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23871";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23873";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23875";2;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_23875";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23880";4;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23886";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23887";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23889";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23892";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23892";3;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23894";1;1;3;"Passes intermodais/sociais ";9;"Outro";15;"Andante - Z4";;;;;;
"F1_23894";5;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23894";2;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23896";1;1;3;"Passes intermodais/sociais ";9;"Outro";14;"Andante - Z3";;;;;;
"F1_23900";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";24;"Outro";;;;;;
"F1_23900";3;1;3;"Passes intermodais/sociais ";4;"Sub23";24;"Outro";;;;;;
"F1_23901";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";36;"CP"
"F1_23902";3;1;2;"Linha de um operador";9;"Outro";;;53;"STCP";;;;
"F1_23903";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";17;"Andante - Z6";;;;;;
"F1_23906";1;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;53;"STCP";46;"Metro do Porto";37;"ETG / Gondomarense"
"F1_23908";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23908";1;2;1;"Rede de um operador";1;"Sem redução";;;33;"Auto Aviação do Minho";;;;
"F1_23908";1;3;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_23909";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";15;"Andante - Z4";;;;;;
"F1_23910";1;1;1;"Rede de um operador";5;"Sénior";;;63;"Não sabe";;;;
"F1_23910";2;1;2;"Linha de um operador";5;"Sénior";;;63;"Não sabe";;;;
"F1_23911";2;1;2;"Linha de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_23913";1;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_23914";1;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_23915";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23916";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23917";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23917";1;1;3;"Passes intermodais/sociais ";9;"Outro";13;"Andante - Z2";;;;;;
"F1_23918";1;2;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_23918";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_23918";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_23919";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23919";1;2;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23926";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23932";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23933";1;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;34;"Autobus";36;"CP";46;"Metro do Porto"
"F1_23935";1;1;3;"Passes intermodais/sociais ";5;"Sénior";17;"Andante - Z6";;;;;;
"F1_23937";3;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23938";1;1;4;"Combido entre operadores";5;"Sénior";;;53;"STCP";46;"Metro do Porto";;
"F1_23938";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_23938";3;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";53;"STCP";;
"F1_23942";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23942";4;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_23942";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23943";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23943";3;1;2;"Linha de um operador";3;"4_18";;;53;"STCP";;;;
"F1_23943";4;1;2;"Linha de um operador";3;"4_18";;;53;"STCP";;;;
"F1_23943";2;1;2;"Linha de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_23944";2;1;2;"Linha de um operador";9;"Outro";;;63;"Não sabe";;;;
"F1_23949";1;1;1;"Rede de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_23950";3;1;2;"Linha de um operador";9;"Outro";;;47;"MGC (Moreira Gomes & Costas)";;;;
"F1_23950";3;2;3;"Passes intermodais/sociais ";9;"Outro";13;"Andante - Z2";;;;;;
"F1_23951";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23951";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23952";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_23953";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23953";4;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23955";2;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";37;"ETG / Gondomarense";61;"Valpi "
"F1_23956";1;2;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_23956";2;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_23956";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23957";1;1;3;"Passes intermodais/sociais ";2;"Gratuito";14;"Andante - Z3";;;;;;
"F1_23957";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23958";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23958";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_23959";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23962";1;2;3;"Passes intermodais/sociais ";9;"Outro";13;"Andante - Z2";;;;;;
"F1_23962";1;1;1;"Rede de um operador";8;"Social +";;;63;"Não sabe";;;;
"F1_23963";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_23965";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_23965";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23967";1;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";50;"Resende";46;"Metro do Porto"
"F1_23968";1;1;3;"Passes intermodais/sociais ";4;"Sub23";15;"Andante - Z4";;;;;;
"F1_23970";1;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_23971";1;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;46;"Metro do Porto";53;"STCP";;
"F1_23972";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23975";1;1;4;"Combido entre operadores";8;"Social +";;;53;"STCP";46;"Metro do Porto";;
"F1_23976";1;1;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_23978";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23979";1;1;1;"Rede de um operador";1;"Sem redução";;;50;"Resende";;;;
"F1_23979";2;1;1;"Rede de um operador";7;"Crianças";;;50;"Resende";;;;
"F1_23979";1;2;1;"Rede de um operador";7;"Crianças";;;50;"Resende";;;;
"F1_23983";2;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_23984";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23986";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23986";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23986";1;2;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_23990";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23990";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23990";3;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_23991";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_23994";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_23996";2;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_23997";2;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_23997";1;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_23998";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_23999";1;1;2;"Linha de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_23999";2;1;2;"Linha de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24006";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_24006";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_24008";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_24013";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24014";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24019";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_24019";1;2;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_24021";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24025";2;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24025";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24026";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24029";3;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_24035";3;1;1;"Rede de um operador";4;"Sub23";;;62;"Outro";;;;
"F1_24037";3;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_24043";3;1;4;"Combido entre operadores";4;"Sub23";;;53;"STCP";46;"Metro do Porto";;
"F1_24044";1;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_24044";1;2;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_24046";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24048";3;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_24048";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24049";3;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_24052";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_24054";1;1;4;"Combido entre operadores";5;"Sénior";;;46;"Metro do Porto";53;"STCP";50;"Resende"
"F1_24058";1;1;3;"Passes intermodais/sociais ";2;"Gratuito";14;"Andante - Z3";;;;;;
"F1_24060";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24064";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24064";3;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_24080";2;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_24080";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_24084";3;1;2;"Linha de um operador";3;"4_18";;;53;"STCP";;;;
"F1_24086";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24086";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";17;"Andante - Z6";;;;;;
"F1_24089";2;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24089";3;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24090";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24095";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24097";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_24106";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24108";3;1;1;"Rede de um operador";9;"Outro";;;53;"STCP";;;;
"F1_24110";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24111";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24115";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24119";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_24124";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24124";3;1;1;"Rede de um operador";7;"Crianças";;;46;"Metro do Porto";;;;
"F1_24125";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_24126";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24126";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_24126";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24128";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24136";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_24138";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24142";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24146";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24152";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_24154";2;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";63;"Não sabe";;
"F1_24156";4;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_24156";5;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_24162";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24173";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24177";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_24179";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24182";1;1;3;"Passes intermodais/sociais ";5;"Sénior";24;"Outro";;;;;;
"F1_24184";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24184";2;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24184";3;1;3;"Passes intermodais/sociais ";9;"Outro";13;"Andante - Z2";;;;;;
"F1_24186";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24192";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24193";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24193";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24194";1;1;1;"Rede de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_24196";3;1;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_24201";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_24204";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24205";1;2;2;"Linha de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24205";2;1;2;"Linha de um operador";9;"Outro";;;53;"STCP";;;;
"F1_24205";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24210";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24212";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24213";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24216";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_24216";2;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_24221";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24223";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_24225";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_24226";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_24229";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24230";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_24233";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_24235";3;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_24235";4;1;1;"Rede de um operador";9;"Outro";;;53;"STCP";;;;
"F1_24243";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_24245";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_24245";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_24251";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24254";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_24254";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_24255";1;1;2;"Linha de um operador";2;"Gratuito";;;53;"STCP";;;;
"F1_24257";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24261";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_24262";2;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_24266";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_24270";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";;
"F1_24272";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_24273";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_24274";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_24279";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_24280";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_24286";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_24286";1;2;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
